Date,X_00060_00003,X_99133_00003
9/21/15,345,14.6
9/22/15,331,14.6
9/23/15,323,14.4
9/24/15,600,13.4
9/25/15,982,15.3
9/26/15,832,16.9
9/27/15,719,17.2
9/28/15,648,17.1
9/29/15,657,16.3
9/30/15,643,16.9
10/1/15,599,17.3
10/2/15,555,17.5
10/3/15,525,17.5
10/4/15,498,17.4
10/5/15,470,17.3
10/6/15,450,17.1
10/7/15,431,16.8
10/8/15,415,16.8
10/9/15,397,16.9
10/10/15,376,16.8
10/11/15,377,16.8
10/12/15,369,17
10/13/15,343,16.8
10/14/15,319,16.4
10/15/15,306,16.4
10/16/15,293,16.3
10/17/15,280,16.3
10/18/15,278,16.1
10/19/15,281,16.2
10/20/15,279,16.3
10/21/15,261,16.3
10/22/15,242,15.9
10/23/15,262,15.1
10/24/15,362,15.3
10/25/15,420,16.1
10/26/15,383,16.7
10/27/15,379,16.9
10/29/15,675,17.5
10/30/15,596,18.2
10/31/15,560,18
11/1/15,605,17.9
11/2/15,596,18
11/3/15,556,18.1
11/4/15,523,17.9
11/5/15,502,17.9
11/6/15,475,17.8
11/7/15,430,17.6
11/8/15,409,17.3
11/9/15,402,17.3
11/10/15,392,17.5
11/11/15,440,16.8
11/12/15,1610,15.5
11/13/15,2230,17.4
11/14/15,1720,18.3
11/15/15,1330,18.1
11/16/15,1130,17.9
11/17/15,1400,17.3
11/18/15,3060,16.2
11/19/15,3410,15.9
11/20/15,2860,16.8
11/21/15,2340,16.9
11/22/15,1850,17
11/23/15,1600,16.9
11/24/15,1420,16.8
11/25/15,1380,16.8
11/26/15,1900,16.7
11/27/15,2340,16.7
11/28/15,1910,17.3
11/29/15,1560,17.4
11/30/15,1400,17
12/1/15,1320,16.5
12/2/15,1220,16.5
12/3/15,1130,16.4
12/4/15,1080,16.3
12/5/15,1040,16.4
12/6/15,1100,16.2
12/7/15,1330,16.4
12/8/15,1520,16.6
12/9/15,1580,16.8
12/10/15,1620,17
12/11/15,1540,17.2
12/12/15,1360,17
12/13/15,1560,16.3
12/14/15,4930,12.2
12/15/15,7650,8.42
12/16/15,6310,10.1
12/17/15,5210,12.3
12/18/15,4140,13.2
12/19/15,3250,14
12/20/15,2530,14.4
12/21/15,2200,14.1
12/22/15,1930,14.2
12/23/15,1770,14.3
